country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
Canada,Healthcare,Stable Diffusion,17.97,5202,2023,35-44,Enterprise
UK,Finance,Bard,61.76,3319,2023,18-24,SME
UK,Retail,Stable Diffusion,98.86,2235,2024,18-24,SME
Germany,Retail,ChatGPT,63.46,485,2024,25-34,SME
South Korea,Education,ChatGPT,55.01,4640,2024,45-54,SME
USA,Finance,Midjourney,61.8,143,2024,18-24,Enterprise
Australia,Agriculture,ChatGPT,46.34,7235,2024,55+,SME
Brazil,Retail,Bard,90.4,7132,2024,18-24,Enterprise
India,Healthcare,Midjourney,5.57,1178,2024,35-44,Startup
South Korea,Technology,Claude,78.89,207,2024,18-24,Enterprise
China,Education,Midjourney,97.45,7391,2024,18-24,Enterprise
South Korea,Education,ChatGPT,70.45,1191,2024,18-24,Enterprise
Australia,Finance,Midjourney,62.74,226,2023,35-44,Startup
UK,Healthcare,ChatGPT,77.56,5854,2023,25-34,Startup
South Korea,Education,ChatGPT,50.46,128,2024,55+,SME
India,Finance,ChatGPT,61.33,1794,2023,35-44,SME
Germany,Transportation,Midjourney,10.21,519,2024,25-34,Startup
Canada,Healthcare,Midjourney,27.41,9601,2024,45-54,Enterprise
India,Manufacturing,ChatGPT,37.02,1409,2024,35-44,SME
India,Healthcare,ChatGPT,88.11,5238,2024,25-34,Enterprise
France,Manufacturing,ChatGPT,60.12,7497,2023,35-44,Enterprise
India,Healthcare,ChatGPT,52.36,982,2024,18-24,Startup
China,Technology,Midjourney,16.17,2193,2023,45-54,Startup
Brazil,Education,Claude,45.81,3705,2024,18-24,Startup
USA,Education,ChatGPT,24.25,1305,2024,18-24,Enterprise
Australia,Manufacturing,Midjourney,3.11,9862,2023,55+,Enterprise
Australia,Retail,ChatGPT,14.63,950,2024,45-54,SME
USA,Finance,ChatGPT,97.95,8813,2023,18-24,Enterprise
Canada,Finance,ChatGPT,64.06,7887,2024,45-54,SME
UK,Finance,Midjourney,25,4851,2024,55+,SME
UK,Transportation,Claude,7.94,9513,2023,45-54,Enterprise
Germany,Healthcare,ChatGPT,77.71,8749,2024,35-44,Startup
USA,Agriculture,Midjourney,91.13,2321,2023,25-34,Startup
Canada,Finance,Midjourney,2.55,4021,2024,18-24,SME
USA,Transportation,ChatGPT,60.49,5745,2024,18-24,Enterprise
UK,Education,ChatGPT,9.88,8239,2024,35-44,Startup
UK,Finance,Midjourney,73.46,6718,2024,25-34,Enterprise
Australia,Transportation,Stable Diffusion,7.77,4842,2024,35-44,Startup
Australia,Manufacturing,ChatGPT,71.97,1196,2024,25-34,Enterprise
France,Technology,Stable Diffusion,29.59,6284,2024,25-34,SME
Brazil,Retail,ChatGPT,12.91,9497,2023,55+,SME
Canada,Healthcare,ChatGPT,27.11,7741,2024,35-44,Enterprise
Canada,Education,Midjourney,89.93,9008,2024,55+,Enterprise
Canada,Transportation,Midjourney,54.17,6539,2024,45-54,Startup
UK,Healthcare,Stable Diffusion,33.17,8256,2024,35-44,SME
Canada,Finance,Midjourney,26.08,9233,2024,18-24,Enterprise
India,Finance,Stable Diffusion,19.01,1952,2024,25-34,Startup
USA,Retail,Stable Diffusion,59.27,9693,2024,18-24,Startup
India,Retail,Midjourney,20.62,2563,2024,55+,Startup
India,Technology,Bard,36.72,9088,2023,35-44,Startup
Australia,Healthcare,ChatGPT,21.72,1262,2024,45-54,Startup
India,Agriculture,Midjourney,92.72,6853,2024,18-24,SME
Germany,Healthcare,ChatGPT,47.17,7480,2023,35-44,Startup
India,Agriculture,ChatGPT,14.42,709,2024,25-34,Enterprise
India,Retail,Midjourney,50.4,1832,2023,25-34,Startup
Australia,Technology,ChatGPT,43.28,6749,2024,18-24,Startup
Germany,Technology,ChatGPT,97.34,6768,2024,18-24,Enterprise
Brazil,Agriculture,Claude,0.44,5014,2024,18-24,SME
France,Technology,Stable Diffusion,20.52,532,2024,35-44,SME
China,Agriculture,Midjourney,87.12,6038,2024,18-24,Startup
USA,Education,Bard,6.1,8010,2023,18-24,Startup
South Korea,Finance,ChatGPT,62.82,3788,2024,18-24,SME
India,Manufacturing,ChatGPT,26.9,793,2023,35-44,Startup
Australia,Transportation,ChatGPT,82.52,9418,2024,35-44,Startup
Canada,Finance,Midjourney,0.94,7422,2023,35-44,Enterprise
Brazil,Manufacturing,Bard,77.35,7475,2023,35-44,Startup
Canada,Healthcare,Midjourney,8.5,2453,2024,55+,Enterprise
USA,Agriculture,ChatGPT,36.89,9691,2023,25-34,Enterprise
India,Retail,ChatGPT,81.73,6974,2023,25-34,Enterprise
Brazil,Finance,Claude,67.98,3703,2024,18-24,Enterprise
Australia,Agriculture,Midjourney,39.23,2263,2023,25-34,Startup
France,Education,Midjourney,20.4,7079,2023,55+,Startup
Australia,Transportation,Bard,72.22,9572,2023,45-54,SME
South Korea,Agriculture,Claude,68.06,1937,2024,35-44,SME
USA,Education,ChatGPT,56.35,2369,2023,45-54,Startup
USA,Healthcare,Midjourney,79.51,4829,2024,25-34,Enterprise
France,Technology,ChatGPT,19.44,5351,2023,18-24,Enterprise
USA,Agriculture,Stable Diffusion,41.35,9508,2024,35-44,Enterprise
India,Retail,Midjourney,91.94,4320,2024,55+,Enterprise
France,Finance,ChatGPT,71.92,4805,2024,25-34,SME
France,Transportation,ChatGPT,39.09,8584,2024,45-54,SME
Brazil,Retail,Midjourney,48.21,8391,2024,25-34,SME
China,Finance,Claude,73.2,8300,2024,45-54,Startup
Australia,Retail,Midjourney,99.73,6973,2024,35-44,SME
China,Finance,ChatGPT,1.57,5269,2024,25-34,SME
South Korea,Transportation,ChatGPT,4.5,2150,2023,25-34,Startup
Australia,Healthcare,Midjourney,30.9,1901,2024,45-54,Enterprise
France,Manufacturing,ChatGPT,92.13,993,2024,25-34,SME
Australia,Technology,Midjourney,81.81,7783,2024,55+,Enterprise
South Korea,Finance,Stable Diffusion,79.36,1908,2023,45-54,Startup
China,Agriculture,Claude,53.07,6209,2024,35-44,Enterprise
France,Technology,Midjourney,61.85,173,2023,35-44,Enterprise
South Korea,Manufacturing,Midjourney,31.81,3040,2023,55+,Enterprise
China,Education,Midjourney,2.33,1055,2023,25-34,Enterprise
Germany,Technology,Stable Diffusion,93.77,9364,2023,18-24,Enterprise
France,Transportation,Bard,99.46,7029,2024,18-24,Startup
UK,Healthcare,Claude,70.99,6844,2024,25-34,Startup
France,Manufacturing,ChatGPT,13.28,9154,2024,25-34,Enterprise
China,Technology,ChatGPT,38.61,1659,2024,18-24,Startup
USA,Finance,ChatGPT,12.46,2179,2024,35-44,Startup
USA,Healthcare,ChatGPT,29.6,8392,2024,45-54,Enterprise
India,Retail,Stable Diffusion,1.74,5404,2024,55+,SME
Brazil,Healthcare,ChatGPT,90.44,547,2024,35-44,Startup
Australia,Healthcare,ChatGPT,98.63,7097,2024,25-34,SME
Germany,Finance,Bard,68,7973,2024,25-34,SME
Australia,Agriculture,ChatGPT,27.73,9098,2024,35-44,Startup
UK,Retail,ChatGPT,2.01,2892,2023,18-24,SME
India,Education,Claude,79.85,8854,2024,55+,Enterprise
France,Finance,Midjourney,29.72,2157,2024,45-54,Enterprise
USA,Manufacturing,Midjourney,97.53,2246,2024,55+,SME
India,Education,Bard,28.97,8910,2023,18-24,Enterprise
China,Retail,ChatGPT,16.5,3963,2024,35-44,Enterprise
Australia,Technology,Midjourney,13.18,7987,2024,45-54,SME
Germany,Finance,ChatGPT,77.31,7609,2023,18-24,Enterprise
Germany,Technology,ChatGPT,91.98,9765,2023,55+,Enterprise
Canada,Retail,Midjourney,57.9,3701,2023,25-34,Enterprise
Brazil,Education,ChatGPT,40.62,5832,2023,45-54,Enterprise
Germany,Technology,Stable Diffusion,17.01,5945,2024,45-54,Startup
Germany,Education,Midjourney,27.14,2766,2024,35-44,SME
USA,Manufacturing,Bard,11.3,1017,2023,35-44,Startup
South Korea,Retail,Bard,76.2,434,2024,55+,Enterprise
Brazil,Healthcare,Midjourney,21.84,842,2024,55+,Startup
Germany,Healthcare,ChatGPT,54.65,8759,2023,25-34,Startup
Brazil,Retail,Midjourney,13.17,1259,2024,45-54,SME
USA,Finance,ChatGPT,3.98,5812,2024,18-24,SME
USA,Education,Bard,95.02,3977,2023,35-44,Startup
Canada,Manufacturing,Midjourney,99.34,1466,2024,18-24,Enterprise
Canada,Education,Bard,25.47,1463,2024,25-34,Startup
India,Retail,Midjourney,64.73,3423,2024,35-44,Startup
Canada,Healthcare,Midjourney,96.46,2272,2024,25-34,SME
India,Agriculture,Claude,68.33,2908,2024,35-44,Enterprise
UK,Technology,Midjourney,64.22,7710,2024,35-44,Enterprise
UK,Agriculture,Stable Diffusion,28.4,9407,2024,25-34,Enterprise
China,Healthcare,Midjourney,24.86,5097,2023,18-24,Startup
China,Transportation,Midjourney,27.06,7088,2024,18-24,Enterprise
Canada,Manufacturing,ChatGPT,85.01,2336,2024,35-44,SME
Canada,Manufacturing,ChatGPT,54.59,1756,2023,45-54,Startup
South Korea,Agriculture,Midjourney,8.88,7359,2024,25-34,SME
Australia,Technology,Stable Diffusion,62.24,163,2023,25-34,Enterprise
France,Manufacturing,ChatGPT,75.84,1169,2024,55+,Enterprise
South Korea,Manufacturing,Midjourney,84.89,5740,2023,18-24,SME
Germany,Technology,ChatGPT,52.68,8586,2023,45-54,Startup
China,Technology,Stable Diffusion,2.63,249,2024,45-54,SME
Canada,Finance,Midjourney,87.98,8458,2024,18-24,SME
Canada,Retail,Stable Diffusion,93.54,3821,2023,25-34,Enterprise
Australia,Manufacturing,Midjourney,42.89,6283,2024,45-54,SME
France,Healthcare,Midjourney,5.05,7233,2023,55+,SME
Australia,Transportation,Stable Diffusion,6.65,4681,2024,55+,Enterprise
Canada,Education,Stable Diffusion,43.27,2747,2024,45-54,Enterprise
Brazil,Healthcare,Stable Diffusion,45.89,7256,2023,35-44,SME
Germany,Manufacturing,ChatGPT,77.33,6224,2024,45-54,Startup
India,Transportation,Stable Diffusion,17.82,6326,2023,45-54,Startup
USA,Transportation,ChatGPT,4.88,430,2024,45-54,Startup
India,Manufacturing,Midjourney,13.8,6660,2024,35-44,Startup
India,Technology,ChatGPT,46.62,2711,2024,18-24,Startup
UK,Transportation,Stable Diffusion,24.08,8411,2024,45-54,SME
USA,Finance,ChatGPT,48.16,1135,2024,35-44,SME
France,Transportation,ChatGPT,47.13,6077,2023,55+,Enterprise
Australia,Technology,Bard,43.11,3105,2024,18-24,Enterprise
China,Agriculture,ChatGPT,30.78,9217,2023,35-44,SME
Canada,Retail,Midjourney,40.45,6313,2023,18-24,Enterprise
USA,Agriculture,ChatGPT,24.96,3373,2024,18-24,Enterprise
China,Manufacturing,Midjourney,90.98,6795,2023,18-24,SME
UK,Agriculture,Midjourney,31.33,9154,2024,35-44,SME
South Korea,Finance,Midjourney,45.86,6876,2024,55+,Startup
Australia,Finance,Midjourney,12.88,9531,2023,25-34,Enterprise
Canada,Healthcare,Bard,70.27,6218,2024,45-54,Enterprise
South Korea,Technology,Midjourney,47.38,9833,2024,35-44,Startup
South Korea,Agriculture,ChatGPT,85.47,7010,2024,45-54,Enterprise
Canada,Transportation,Bard,20.33,7261,2024,35-44,Enterprise
Germany,Retail,ChatGPT,71.18,9988,2023,45-54,Startup
Germany,Finance,Claude,60.37,4362,2024,18-24,SME
Australia,Technology,ChatGPT,54.94,8717,2024,25-34,Enterprise
France,Technology,ChatGPT,36.63,3006,2023,35-44,Enterprise
Germany,Education,Claude,36.05,2686,2023,35-44,Enterprise
Brazil,Healthcare,Stable Diffusion,52.69,2172,2024,55+,Startup
South Korea,Agriculture,ChatGPT,92.03,9964,2024,35-44,SME
Canada,Healthcare,ChatGPT,56.99,478,2024,25-34,Startup
China,Technology,ChatGPT,42.72,9568,2024,25-34,Startup
China,Retail,Bard,76.13,9585,2024,45-54,SME
India,Retail,ChatGPT,81.31,1904,2024,35-44,Startup
China,Manufacturing,Stable Diffusion,0.3,855,2024,25-34,SME
Australia,Retail,Bard,20.63,1029,2023,45-54,Enterprise
USA,Agriculture,Claude,97.32,9888,2024,18-24,SME
Germany,Education,Bard,75,6483,2024,18-24,Enterprise
Brazil,Finance,ChatGPT,54.05,6931,2024,45-54,Enterprise
Brazil,Manufacturing,Stable Diffusion,9.26,8457,2024,18-24,Enterprise
USA,Healthcare,Stable Diffusion,73.82,5109,2024,45-54,Enterprise
India,Transportation,Stable Diffusion,51.02,4772,2024,18-24,SME
China,Finance,ChatGPT,48.53,7808,2024,18-24,SME
USA,Transportation,Midjourney,91.25,7319,2024,55+,SME
Canada,Healthcare,ChatGPT,63.97,6729,2023,55+,Enterprise
USA,Finance,Midjourney,27.62,9974,2023,18-24,SME
China,Transportation,ChatGPT,71.54,9712,2024,25-34,SME
Germany,Education,ChatGPT,46.4,2683,2024,18-24,Startup
Brazil,Healthcare,Stable Diffusion,27.09,4184,2024,35-44,SME
Brazil,Technology,Midjourney,40.41,2466,2023,25-34,Enterprise
France,Retail,Midjourney,75.8,5635,2024,25-34,SME
South Korea,Finance,Stable Diffusion,38.22,5376,2024,25-34,SME
South Korea,Education,Midjourney,15.49,8135,2024,25-34,SME
South Korea,Healthcare,Midjourney,8.24,8251,2024,25-34,SME
South Korea,Healthcare,Claude,30.51,1190,2023,45-54,SME
South Korea,Transportation,Bard,29.86,1728,2024,35-44,Startup
China,Healthcare,Midjourney,83.1,3961,2023,25-34,Startup
China,Agriculture,Midjourney,14.48,1744,2024,25-34,Enterprise
UK,Transportation,Midjourney,12.34,471,2024,55+,SME
Canada,Finance,Midjourney,20.69,4397,2024,18-24,Enterprise
UK,Agriculture,ChatGPT,76.96,4256,2023,18-24,SME
Germany,Finance,ChatGPT,25.63,7801,2024,18-24,Enterprise
UK,Agriculture,Midjourney,41.46,3234,2023,55+,SME
France,Retail,ChatGPT,66.01,8059,2024,18-24,Startup
France,Retail,Claude,26.11,5325,2024,25-34,Enterprise
South Korea,Education,Stable Diffusion,27.07,3600,2024,18-24,Startup
Brazil,Healthcare,ChatGPT,53.26,2152,2024,55+,Startup
India,Transportation,Stable Diffusion,94.95,2439,2024,18-24,SME
China,Retail,ChatGPT,88.9,9420,2024,35-44,SME
UK,Technology,Stable Diffusion,72.61,7237,2024,25-34,Startup
Brazil,Manufacturing,ChatGPT,84.1,8176,2023,35-44,Startup
UK,Retail,Bard,24.5,2341,2024,18-24,Enterprise
India,Manufacturing,ChatGPT,0.51,2670,2024,25-34,Enterprise
South Korea,Manufacturing,Stable Diffusion,86.21,687,2024,18-24,Enterprise
Canada,Technology,Bard,25.67,8355,2024,55+,SME
Brazil,Manufacturing,Midjourney,95.08,3039,2023,25-34,SME
Germany,Finance,ChatGPT,7.28,8909,2024,35-44,SME
Brazil,Agriculture,ChatGPT,26.26,4243,2024,18-24,Enterprise
USA,Transportation,ChatGPT,71.01,6311,2023,35-44,Startup
France,Agriculture,ChatGPT,27.78,1678,2023,35-44,Startup
South Korea,Education,ChatGPT,11.75,3973,2024,35-44,Enterprise
South Korea,Healthcare,Bard,83.14,1740,2024,18-24,SME
UK,Transportation,ChatGPT,72.98,5804,2024,55+,Enterprise
South Korea,Agriculture,ChatGPT,29.78,3471,2024,45-54,Enterprise
South Korea,Education,ChatGPT,8.41,9319,2024,35-44,Enterprise
India,Education,ChatGPT,14.65,5472,2024,55+,Enterprise
UK,Retail,ChatGPT,97.06,3360,2023,18-24,Startup
South Korea,Healthcare,ChatGPT,57.36,7311,2024,18-24,Enterprise
Brazil,Transportation,Midjourney,74.85,4501,2024,18-24,Enterprise
Canada,Transportation,Midjourney,30.72,9919,2024,45-54,Startup
China,Finance,ChatGPT,91.53,4463,2024,35-44,SME
China,Manufacturing,ChatGPT,59.64,4736,2024,25-34,Startup
USA,Finance,Stable Diffusion,15.56,5048,2024,18-24,SME
Canada,Manufacturing,Midjourney,56.69,9404,2024,18-24,Startup
USA,Education,Bard,77.31,7710,2024,35-44,Enterprise
UK,Transportation,Midjourney,53.2,6418,2024,55+,SME
India,Manufacturing,ChatGPT,73.96,3625,2024,55+,Enterprise
Canada,Retail,ChatGPT,51.75,7599,2024,55+,SME
USA,Finance,ChatGPT,49.91,3802,2024,35-44,Startup
Germany,Finance,Stable Diffusion,21.42,5300,2024,25-34,Enterprise
Germany,Technology,ChatGPT,71.29,5893,2023,35-44,Startup
Australia,Healthcare,ChatGPT,43.55,6814,2023,25-34,Startup
Australia,Technology,ChatGPT,1.53,4664,2024,18-24,SME
Australia,Transportation,Stable Diffusion,29.15,7048,2024,55+,SME
UK,Education,Claude,48.03,1861,2023,55+,Startup
USA,Education,Bard,16.87,8671,2024,55+,Startup
South Korea,Manufacturing,ChatGPT,33.63,527,2024,55+,Startup
France,Manufacturing,Stable Diffusion,78.54,7910,2024,45-54,SME
Australia,Transportation,ChatGPT,87.81,9858,2023,18-24,Enterprise
Canada,Manufacturing,ChatGPT,17.92,5727,2024,35-44,Startup
Canada,Healthcare,Midjourney,19.34,7825,2024,18-24,SME
Brazil,Education,Midjourney,26.92,6237,2024,18-24,Enterprise
Germany,Agriculture,Stable Diffusion,90.1,943,2024,45-54,Enterprise
Australia,Retail,Stable Diffusion,39.07,1660,2024,45-54,Enterprise
South Korea,Manufacturing,ChatGPT,72.75,1341,2024,18-24,Enterprise
South Korea,Finance,Bard,66.23,2524,2024,18-24,Startup
France,Transportation,Midjourney,57.41,8276,2023,45-54,Enterprise
France,Healthcare,ChatGPT,79.1,8226,2023,18-24,Enterprise
India,Healthcare,ChatGPT,14.2,9912,2024,18-24,Startup
UK,Technology,Midjourney,4.24,1924,2024,45-54,SME
Brazil,Retail,Midjourney,8.67,2463,2023,25-34,Startup
China,Retail,ChatGPT,35.11,397,2024,18-24,Startup
Germany,Retail,Bard,73.49,6809,2024,25-34,Startup
Australia,Transportation,Midjourney,51.88,9202,2024,45-54,Enterprise
South Korea,Agriculture,ChatGPT,75.84,5453,2024,25-34,SME
UK,Healthcare,Bard,46.99,6849,2024,18-24,Startup
Brazil,Education,Bard,94.4,7096,2024,25-34,SME
UK,Technology,ChatGPT,4.69,1917,2023,55+,Enterprise
Australia,Finance,Bard,99.79,9374,2023,55+,SME
Brazil,Finance,Stable Diffusion,73.78,6407,2023,35-44,Startup
Brazil,Manufacturing,Claude,29,8625,2024,25-34,SME
South Korea,Education,ChatGPT,52,7254,2024,35-44,SME
Brazil,Manufacturing,Bard,52.85,417,2024,35-44,Enterprise
UK,Agriculture,Stable Diffusion,98.13,8163,2024,25-34,Startup
India,Transportation,Midjourney,33.08,6131,2023,18-24,Enterprise
USA,Retail,Stable Diffusion,18.71,344,2024,55+,Startup
South Korea,Transportation,ChatGPT,62.95,6296,2024,45-54,SME
Brazil,Education,Bard,43.39,8148,2024,18-24,SME
China,Transportation,Stable Diffusion,35.38,3422,2023,18-24,SME
USA,Manufacturing,ChatGPT,90.87,5014,2024,18-24,Startup
Canada,Agriculture,Midjourney,82.3,1056,2024,25-34,Startup
UK,Transportation,Midjourney,48.12,8395,2024,18-24,SME
UK,Retail,ChatGPT,88.53,1962,2024,55+,SME
Germany,Manufacturing,Midjourney,93.5,8222,2023,25-34,Enterprise
USA,Finance,ChatGPT,96.5,6145,2024,18-24,SME
Germany,Finance,Midjourney,21.93,1219,2023,25-34,Enterprise
UK,Finance,Claude,58,4919,2024,18-24,Startup
Australia,Manufacturing,Midjourney,46.57,3143,2023,45-54,Enterprise
China,Manufacturing,ChatGPT,14.25,9635,2024,45-54,Enterprise
Brazil,Agriculture,Stable Diffusion,67.13,8214,2023,18-24,Enterprise
Brazil,Technology,Midjourney,97.32,1267,2024,18-24,Startup
France,Healthcare,ChatGPT,70.19,7536,2024,45-54,Startup
Germany,Transportation,Midjourney,1.98,702,2024,55+,Enterprise
UK,Education,ChatGPT,62.45,1048,2023,25-34,SME
South Korea,Transportation,ChatGPT,31.01,152,2023,35-44,SME
France,Education,ChatGPT,73.42,3074,2024,45-54,Enterprise
Canada,Education,Midjourney,74.85,3858,2024,18-24,Startup
Australia,Technology,Stable Diffusion,35.04,4125,2024,18-24,Enterprise
South Korea,Manufacturing,Midjourney,87.42,6293,2024,18-24,Enterprise
UK,Agriculture,ChatGPT,64.43,4294,2024,18-24,Enterprise
Germany,Retail,Midjourney,19.94,1740,2024,55+,Enterprise
Germany,Education,ChatGPT,9.2,5964,2023,18-24,Enterprise
Brazil,Retail,ChatGPT,37.89,1959,2024,45-54,Startup
UK,Healthcare,ChatGPT,40.48,3096,2024,55+,SME
Germany,Finance,ChatGPT,22.93,7642,2024,18-24,SME
France,Education,Midjourney,0.89,9420,2024,18-24,Startup
Brazil,Technology,ChatGPT,60.75,5275,2024,18-24,SME
Australia,Technology,Midjourney,94.9,1060,2024,18-24,Startup
Brazil,Agriculture,Midjourney,79.43,8744,2024,25-34,SME
Brazil,Healthcare,ChatGPT,64.22,786,2024,35-44,Enterprise
Australia,Retail,ChatGPT,57.66,2768,2023,18-24,SME
South Korea,Technology,Midjourney,3.34,4048,2023,45-54,SME
Germany,Healthcare,Bard,86.89,5306,2023,35-44,Enterprise
South Korea,Technology,ChatGPT,45.19,9896,2023,18-24,Startup
Germany,Education,ChatGPT,1.44,9022,2024,45-54,Enterprise
South Korea,Education,ChatGPT,97.92,5282,2024,55+,Enterprise
Australia,Technology,ChatGPT,17.56,7216,2024,18-24,SME
France,Agriculture,Stable Diffusion,27.1,2524,2024,18-24,Startup
South Korea,Healthcare,Stable Diffusion,73.37,7592,2024,18-24,SME
South Korea,Finance,Midjourney,99.14,7566,2024,45-54,SME
South Korea,Agriculture,Midjourney,23.68,592,2024,45-54,Enterprise
UK,Retail,ChatGPT,14.3,2169,2024,35-44,Startup
UK,Transportation,Stable Diffusion,20.94,9832,2023,45-54,SME
India,Finance,Claude,63.54,7413,2024,55+,SME
Germany,Technology,ChatGPT,7.9,6354,2024,55+,Enterprise
Brazil,Retail,Midjourney,49.06,5688,2023,45-54,Enterprise
Canada,Manufacturing,Midjourney,75.63,925,2024,55+,Startup
India,Agriculture,Midjourney,91.98,3553,2024,25-34,Enterprise
Germany,Transportation,ChatGPT,75.55,7962,2023,55+,Startup
Canada,Technology,Stable Diffusion,52.74,8405,2024,55+,Enterprise
China,Agriculture,Stable Diffusion,55.33,3554,2024,45-54,SME
South Korea,Agriculture,ChatGPT,2.05,3133,2024,25-34,Startup
Brazil,Manufacturing,Midjourney,71.12,6273,2023,35-44,Enterprise
France,Agriculture,ChatGPT,3.91,9849,2023,18-24,Enterprise
Brazil,Transportation,Stable Diffusion,62.41,2543,2023,25-34,Enterprise
Germany,Transportation,Stable Diffusion,67.72,9468,2023,55+,Enterprise
India,Manufacturing,Midjourney,68.65,5938,2023,18-24,Startup
China,Healthcare,Claude,92.72,668,2024,45-54,Startup
India,Transportation,Stable Diffusion,37.57,1328,2024,55+,Enterprise
Australia,Agriculture,Bard,60.4,8100,2024,18-24,Startup
China,Healthcare,Stable Diffusion,72.65,6819,2024,55+,Enterprise
France,Healthcare,Midjourney,76.38,8446,2024,55+,Enterprise
Brazil,Technology,ChatGPT,55.6,8195,2024,25-34,Startup
France,Manufacturing,Midjourney,61.93,7265,2024,25-34,Startup
Germany,Finance,Midjourney,45.49,4949,2024,55+,Startup
France,Healthcare,ChatGPT,77.53,4599,2024,45-54,Enterprise
India,Agriculture,ChatGPT,33.25,7088,2024,25-34,SME
USA,Retail,ChatGPT,43.84,983,2024,18-24,SME
Australia,Technology,Stable Diffusion,83.79,7274,2024,45-54,Enterprise
France,Finance,ChatGPT,4.79,3308,2023,55+,Enterprise
France,Agriculture,Midjourney,45.28,1459,2023,35-44,Enterprise
Australia,Healthcare,Midjourney,30.26,5470,2024,25-34,Startup
UK,Manufacturing,Stable Diffusion,53.99,1619,2023,25-34,Enterprise
UK,Education,Stable Diffusion,47.55,4305,2023,55+,SME
France,Education,ChatGPT,59.25,9601,2024,55+,Enterprise
South Korea,Healthcare,Midjourney,74.31,650,2024,55+,SME
UK,Retail,Stable Diffusion,41.48,2596,2024,55+,Enterprise
UK,Technology,Midjourney,93.38,1137,2023,25-34,Enterprise
China,Finance,Bard,37.66,3267,2023,25-34,Startup
USA,Manufacturing,Midjourney,0.83,2819,2023,35-44,Enterprise
France,Transportation,Bard,56.04,989,2024,45-54,Startup
USA,Agriculture,Bard,23.99,8059,2024,25-34,Startup
USA,Education,Bard,3.2,7410,2023,18-24,SME
UK,Retail,ChatGPT,89.38,2707,2024,45-54,SME
Australia,Technology,ChatGPT,96.2,1923,2023,45-54,SME
Australia,Finance,ChatGPT,77.72,1425,2023,55+,Enterprise
South Korea,Technology,ChatGPT,53.14,5552,2024,45-54,Startup
South Korea,Finance,Midjourney,97.68,3510,2024,35-44,Enterprise
Germany,Technology,Midjourney,68.8,5709,2024,35-44,Enterprise
UK,Retail,Midjourney,18.55,7367,2024,25-34,SME
Germany,Manufacturing,Midjourney,47.92,4493,2024,45-54,Startup
Canada,Agriculture,Stable Diffusion,28.72,7199,2024,35-44,SME
Australia,Education,ChatGPT,66.03,1055,2023,25-34,Enterprise
Brazil,Transportation,Midjourney,84.22,8098,2023,35-44,Enterprise
Germany,Manufacturing,ChatGPT,95.14,8851,2024,35-44,Enterprise
France,Finance,ChatGPT,23.15,4057,2024,35-44,Enterprise
India,Education,ChatGPT,98.7,3727,2023,25-34,SME
South Korea,Finance,Midjourney,46.29,8396,2024,25-34,Startup
India,Transportation,Midjourney,13,6443,2024,25-34,Startup
Australia,Healthcare,Claude,23.64,4653,2024,25-34,Startup
India,Agriculture,ChatGPT,6.28,7126,2023,35-44,SME
South Korea,Transportation,Bard,58.05,7360,2024,45-54,Startup
Brazil,Healthcare,Stable Diffusion,93.43,9470,2024,18-24,Startup
Australia,Manufacturing,ChatGPT,68.99,7154,2024,55+,Startup
UK,Retail,ChatGPT,48.58,7317,2023,25-34,Enterprise
India,Manufacturing,Midjourney,20.7,1097,2023,18-24,SME
South Korea,Healthcare,ChatGPT,61.8,235,2024,55+,Startup
Germany,Manufacturing,Midjourney,49.28,6196,2024,35-44,Enterprise
India,Agriculture,Midjourney,75.84,5089,2024,25-34,Startup
UK,Retail,ChatGPT,41.32,9763,2024,35-44,SME
USA,Transportation,Bard,35.59,6927,2023,55+,Enterprise
Brazil,Agriculture,ChatGPT,63.29,724,2024,55+,SME
UK,Education,ChatGPT,3.7,6179,2024,55+,Startup
China,Agriculture,Midjourney,45.67,3492,2024,18-24,SME
China,Manufacturing,Bard,11.5,4960,2024,45-54,SME
UK,Technology,Midjourney,95.43,6329,2024,18-24,Enterprise
USA,Transportation,ChatGPT,21.11,7783,2024,18-24,Enterprise
China,Transportation,Stable Diffusion,9.15,1461,2024,35-44,Enterprise
Germany,Technology,Midjourney,24.44,6451,2024,45-54,Startup
Germany,Technology,ChatGPT,41.11,2713,2024,55+,Startup
USA,Retail,ChatGPT,53.43,2104,2024,45-54,Startup
China,Finance,ChatGPT,18.56,3643,2023,45-54,Startup
Germany,Retail,Bard,86.19,3930,2024,18-24,SME
South Korea,Healthcare,Midjourney,78.54,7133,2023,18-24,Enterprise
Brazil,Finance,ChatGPT,7.94,3801,2024,45-54,SME
South Korea,Finance,ChatGPT,92.4,4838,2024,45-54,Enterprise
India,Technology,Midjourney,42.71,1022,2024,45-54,Enterprise
France,Healthcare,ChatGPT,52.44,4128,2024,18-24,SME
USA,Retail,ChatGPT,17.95,1398,2024,25-34,SME
India,Technology,Bard,78.17,1691,2024,45-54,SME
USA,Manufacturing,Stable Diffusion,1.01,1811,2024,18-24,Startup
South Korea,Manufacturing,Midjourney,53.34,2278,2024,55+,SME
Germany,Technology,Stable Diffusion,5.72,5617,2024,18-24,Startup
India,Healthcare,ChatGPT,39.19,2189,2024,45-54,Startup
India,Finance,Stable Diffusion,3.44,6999,2023,55+,Enterprise
